frequency,V(p001),V(vin),V(vout),I(C1),I(L1),I(R1),I(V1)
(989.1989198919892+0j),(6.237571393751737e-05-0.006703150436847533j),(0.49999999999999994+8.673617379884035e-19j),(5.329072252313153e-05-0.004652220357531021j),(0.009998934185549533+9.30444071506204e-05j),(0.009998934185549539+9.304440715062044e-05j),(0.009998934185549537+9.304440715062043e-05j),(-0.009998934185549537-9.304440715062044e-05j)
(999.1899189918993+0j),(6.0587612800029885e-05-0.00663614643878335j),(0.5-8.673617379884035e-19j),(5.167338665144105e-05-0.004564497771755902j),(0.00999896653226697+9.128995543511796e-05j),(0.009998966532266973+9.128995543511796e-05j),(0.009998966532266972+9.128995543511803e-05j),(-0.009998966532266972-9.128995543511804e-05j)
(1009.1809180918093+0j),(5.8852343659333336e-05-0.006570468417307801j),(0.5000000000000001+0j),(5.011060121476442e-05-0.004478101230322779j),(0.009998997787975708+8.956202460645554e-05j),(0.009998997787975708+8.956202460645553e-05j),(0.009998997787975708+8.956202460645558e-05j),(-0.009998997787975706-8.956202460645559e-05j)
(1019.1719171917192+0j),(5.716784563486129e-05-0.006506077403373792j),(0.5+8.673617379884035e-19j),(4.8600305256843635e-05-0.004392991763033877j),(0.009999027993894863+8.785983526067759e-05j),(0.009999027993894861+8.785983526067754e-05j),(0.009999027993894863+8.785983526067756e-05j),(-0.009999027993894865-8.785983526067756e-05j)
(1029.1629162916292+0j),(5.553215735850887e-05-0.00644293593988047j),(0.5+0j),(4.7140537337330094e-05-0.004309131911690577j),(0.009999057189253249+8.61826382338115e-05j),(0.009999057189253254+8.618263823381153e-05j),(0.009999057189253254+8.618263823381154e-05j),(-0.009999057189253256-8.618263823381155e-05j)
(1039.1539153915392+0j),(5.394341126402039e-05-0.006381008009062668j),(0.5+0j),(4.572942982097234e-05-0.004226485657480334j),(0.00999908541140358+8.452971314960663e-05j),(0.009999085411403581+8.452971314960663e-05j),(0.009999085411403581+8.452971314960669e-05j),(-0.009999085411403581-8.452971314960669e-05j)
(1049.144914491449+0j),(5.2399828255057974e-05-0.006320258964024386j),(0.5000000000000001+0j),(4.4365203545498144e-05-0.004145018352507752j),(0.009999112695929091+8.290036705015502e-05j),(0.009999112695929091+8.290036705015504e-05j),(0.009999112695929093+8.290036705015504e-05j),(-0.009999112695929091-8.290036705015504e-05j)
(1059.1359135913592+0j),(5.08997127235257e-05-0.006260655464143051j),(0.5000000000000001+8.673617379884035e-19j),(4.304616283976425e-05-0.004064696655196581j),(0.009999139076743208+8.129393310393164e-05j),(0.009999139076743208+8.129393310393166e-05j),(0.009999139076743206+8.129393310393163e-05j),(-0.009999139076743206-8.129393310393161e-05j)
(1069.1269126912694+0j),(4.9441447892098725e-05-0.006202165414091613j),(0.5+0j),(4.177069086612241e-05-0.00398548846930969j),(0.009999164586182682+7.970976938619384e-05j),(0.009999164586182678+7.97097693861938e-05j),(0.009999164586182677+7.97097693861938e-05j),(-0.00999916458618268-7.970976938619381e-05j)
(1079.1179117911793+0j),(4.802349145706764e-05-0.0061447579062443355j),(0.49999999999999994+0j),(4.0537245263111275e-05-0.003907362886352827j),(0.009999189255094736+7.814725772705657e-05j),(0.009999189255094734+7.814725772705658e-05j),(0.009999189255094737+7.814725772705654e-05j),(-0.009999189255094737-7.814725772705656e-05j)
(1089.1089108910892+0j),(4.664437150957127e-05-0.0060884031662492705j),(0.5+0j),(3.9344354066546435e-05-0.0038302901311451976j),(0.009999213112918669+7.660580262290393e-05j),(0.00999921311291867+7.660580262290393e-05j),(0.009999213112918669+7.660580262290396e-05j),(-0.009999213112918669-7.660580262290396e-05j)
(1099.099909990999+0j),(4.530268271507407e-05-0.006033072501566115j),(0.49999999999999994+0j),(3.8190611888864e-05-0.0037542415103555228j),(0.00999923618776222+7.508483020711043e-05j),(0.00999923618776222+7.508483020711044e-05j),(0.009999236187762222+7.508483020711046e-05j),(-0.009999236187762222-7.508483020711047e-05j)
(1109.090909090909+0j),(4.399708273257084e-05-0.005978738252782747j),(0.49999999999999994+4.336808689942018e-19j),(3.7074676338200124e-05-0.0036791893638168606j),(0.009999258506473237+7.358378727633722e-05j),(0.009999258506473235+7.358378727633721e-05j),(0.009999258506473235+7.358378727633722e-05j),(-0.009999258506473237-7.358378727633724e-05j)
(1119.0819081908191+0j),(4.2726288856481375e-05-0.005925373747536941j),(0.5+0j),(3.5995264660168e-05-0.003605107018446717j),(0.009999280094706794+7.210214036893433e-05j),(0.009999280094706794+7.210214036893433e-05j),(0.009999280094706796+7.210214036893434e-05j),(-0.009999280094706797-7.210214036893434e-05j)
(1129.072907290729+0j),(4.148907486554734e-05-0.005872953256882092j),(0.5+0j),(3.495115058664444e-05-0.0035319687446112415j),(0.009999300976988264+7.06393748922248e-05j),(0.009999300976988264+7.063937489222479e-05j),(0.009999300976988267+7.063937489222483e-05j),(-0.009999300976988267-7.063937489222483e-05j)
(1139.0639063906392+0j),(4.0284268064276366e-05-0.005821451953947055j),(0.5-4.336808689942018e-19j),(3.394116137711046e-05-0.003459749714783616j),(0.009999321176772458+6.919499429567234e-05j),(0.009999321176772458+6.919499429567231e-05j),(0.009999321176772458+6.919499429567231e-05j),(-0.009999321176772458-6.91949942956723e-05j)
(1149.0549054905491+0j),(3.911074650360426e-05-0.0057708458747506245j),(0.49999999999999994+0j),(3.296417503921618e-05-0.003388425964357167j),(0.009999340716499218+6.776851928714337e-05j),(0.009999340716499213+6.776851928714335e-05j),(0.009999340716499215+6.776851928714335e-05j),(-0.009999340716499217-6.776851928714335e-05j)
(1159.045904590459+0j),(3.796743636847516e-05-0.005721111881040786j),(0.5-4.336808689942018e-19j),(3.201911771626955e-05-0.0033179743544833125j),(0.009999359617645675+6.635948708966626e-05j),(0.009999359617645675+6.635948708966624e-05j),(0.009999359617645675+6.635948708966624e-05j),(-0.009999359617645675-6.635948708966626e-05j)
(1169.0369036903692+0j),(3.685330952098104e-05-0.005672227625037743j),(0.49999999999999994+0j),(3.110496123028982e-05-0.0032483725368133583j),(0.009999377900775392+6.496745073626713e-05j),(0.009999377900775392+6.496745073626716e-05j),(0.009999377900775394+6.496745073626716e-05j),(-0.009999377900775394-6.496745073626717e-05j)
(1179.027902790279+0j),(3.5767381188563636e-05-0.005624171515967886j),(0.5-4.336808689942018e-19j),(3.022072077012861e-05-0.003179598920031293j),(0.009999395585584594+6.35919784006258e-05j),(0.009999395585584596+6.359197840062581e-05j),(0.009999395585584598+6.359197840062585e-05j),(-0.009999395585584598-6.359197840062585e-05j)
(1189.018901890189+0j),(3.470870778757332e-05-0.005576922688283501j),(0.49999999999999994+4.336808689942018e-19j),(2.9365452714952488e-05-0.003111632638072383j),(0.009999412690945703+6.22326527614477e-05j),(0.0099994126909457+6.223265276144769e-05j),(0.0099994126909457+6.223265276144767e-05j),(-0.009999412690945701-6.223265276144767e-05j)
(1199.0099009900991+0j),(3.367638487320211e-05-0.0055304609714699636j),(0.5+0j),(2.853825258410441e-05-0.003044453519929316j),(0.009999429234948317+6.088907039858627e-05j),(0.00999942923494832+6.08890703985863e-05j),(0.009999429234948318+6.0889070398586326e-05j),(-0.009999429234948318-6.088907039858633e-05j)
(1209.000900090009+0j),(3.266954520747554e-05-0.005484766861348707j),(0.5-4.336808689942018e-19j),(2.7738253105027728e-05-0.0029780420609541586j),(0.009999445234937903+5.956084121908321e-05j),(0.009999445234937902+5.9560841219083194e-05j),(0.0099994452349379+5.956084121908317e-05j),(-0.0099994452349379-5.956084121908317e-05j)
(1218.991899189919+0j),(3.16873569375948e-05-0.005439821492790191j),(0.5+0j),(2.6964622391544815e-05-0.00291237939557037j),(0.009999460707552171+5.824758791140737e-05j),(0.009999460707552173+5.824758791140739e-05j),(0.00999946070755217+5.82475879114074e-05j),(-0.00999946070755217-5.824758791140739e-05j)
(1228.982898289829+0j),(3.072902187748744e-05-0.00539560661375676j),(0.49999999999999994-4.336808689942018e-19j),(2.6216562225347378e-05-0.0028474472713147575j),(0.009999475668755491+5.6948945426295144e-05j),(0.009999475668755491+5.694894542629513e-05j),(0.009999475668755493+5.6948945426295144e-05j),(-0.009999475668755493-5.694894542629516e-05j)
(1238.973897389739+0j),(2.9793773885934828e-05-0.005352104560600348j),(0.49999999999999994+0j),(2.5493306434067348e-05-0.0027832280241343074j),(0.009999490133871317+5.56645604826861e-05j),(0.009999490133871317+5.56645604826861e-05j),(0.009999490133871317+5.566456048268615e-05j),(-0.009999490133871318-5.566456048268616e-05j)
(1248.9648964896492+0j),(2.8880877335125615e-05-0.005309298234544858j),(0.5-4.336808689942018e-19j),(2.479411935977658e-05-0.002719704554867748j),(0.009999504117612804+5.439409109735496e-05j),(0.009999504117612804+5.439409109735497e-05j),(0.009999504117612804+5.4394091097354955e-05j),(-0.009999504117612806-5.439409109735496e-05j)
(1258.955895589559+0j),(2.7989625663917098e-05-0.005267171079287447j),(0.49999999999999994+0j),(2.4118294412197704e-05-0.002656860306846051j),(0.009999517634111756+5.3137206136921046e-05j),(0.009999517634111754+5.313720613692101e-05j),(0.009999517634111756+5.3137206136921026e-05j),(-0.009999517634111756-5.313720613692103e-05j)
(1268.946894689469+0j),(2.711934001049338e-05-0.005225707059657121j),(0.5-4.336808689942018e-19j),(2.3465152701314348e-05-0.0025946792445502766j),(0.009999530696945976+5.189358489100554e-05j),(0.009999530696945974+5.189358489100552e-05j),(0.009999530696945974+5.189358489100553e-05j),(-0.009999530696945974-5.189358489100552e-05j)
(1278.9378937893791+0j),(2.626936791947877e-05-0.00518489064127286j),(0.49999999999999994+0j),(2.2834041744439298e-05-0.002533145833268987j),(0.00999954331916511+5.066291666537974e-05j),(0.00999954331916511+5.0662916665379735e-05j),(0.00999954331916511+5.066291666537974e-05j),(-0.00999954331916511-5.066291666537975e-05j)
(1288.928892889289+0j),(2.5439082118909107e-05-0.005144706771147101j),(0.49999999999999994+0j),(2.2224334243143023e-05-0.002472245019701051j),(0.009999555513315135+4.944490039402104e-05j),(0.009999555513315134+4.944490039402102e-05j),(0.009999555513315135+4.944490039402102e-05j),(-0.009999555513315137-4.9444900394021036e-05j)
(1298.919891989199+0j),(2.462787936278031e-05-0.0051051408591837035j),(0.5+0j),(2.1635426925761713e-05-0.0024119622134529594j),(0.009999567291461483+4.8239244269059166e-05j),(0.009999567291461483+4.823924426905917e-05j),(0.009999567291461486+4.8239244269059187e-05j),(-0.009999567291461486-4.823924426905919e-05j)
(1308.910891089109+0j),(2.3835179335186707e-05-0.0050661787605226554j),(0.5+0j),(2.1066739451497217e-05-0.0023522832693829167j),(0.00999957866521097+4.704566538765831e-05j),(0.00999957866521097+4.704566538765831e-05j),(0.00999957866521097+4.704566538765834e-05j),(-0.00999957866521097-4.704566538765834e-05j)
(1318.901890189019+0j),(2.3060423612331542e-05-0.00502780675868666j),(0.5+4.336808689942018e-19j),(2.051771337239123e-05-0.00229319447074684j),(0.009999589645732554+4.586388941493684e-05j),(0.00999958964573255+4.5863889414936805e-05j),(0.009999589645732552+4.586388941493681e-05j),(-0.009999589645732552-4.5863889414936805e-05j)
(1328.892889288929+0j),(2.2303074678943357e-05-0.004990011549487426j),(0.5+0j),(1.9987811149707326e-05-0.002234682513104078j),(0.00999960024377701+4.469365026208159e-05j),(0.00999960024377701+4.4693650262081574e-05j),(0.009999600243777006+4.469365026208156e-05j),(-0.009999600243777006-4.469365026208157e-05j)
(1338.883888388839+0j),(2.156261499586397e-05-0.004952780225652022j),(0.5+0j),(1.9476515221486197e-05-0.0021767344889432327j),(0.00999961046969557+4.353468977886465e-05j),(0.00999961046969557+4.3534689778864656e-05j),(0.00999961046969557+4.3534689778864656e-05j),(-0.009999610469695571-4.353468977886466e-05j)
(1348.874887488749+0j),(2.0838546115787482e-05-0.004916100262131996j),(0.5+0j),(1.8983327118253713e-05-0.002119337872990763j),(0.009999620333457635+4.238675745981526e-05j),(0.009999620333457635+4.2386757459815265e-05j),(0.009999620333457635+4.238675745981526e-05j),(-0.009999620333457635-4.238675745981526e-05j)
(1358.865886588659+0j),(2.0130387844329344e-05-0.004879959502060106j),(0.5+0j),(1.8507766624060675e-05-0.0020624805081672234j),(0.009999629844667521+4.1249610163344476e-05j),(0.009999629844667521+4.12496101633445e-05j),(0.00999962984466752+4.124961016334447e-05j),(-0.00999962984466752-4.124961016334447e-05j)
(1368.856885688569+0j),(1.9437677443789773e-05-0.004844346143321651j),(0.5+4.336808689942018e-19j),(1.804937098021835e-05-0.002006150592158133j),(0.009999639012580394+4.012301184316271e-05j),(0.009999639012580394+4.012301184316268e-05j),(0.009999639012580396+4.012301184316266e-05j),(-0.009999639012580396-4.0123011843162656e-05j)
(1378.847884788479+0j),(1.8759968877145747e-05-0.004809248725709243j),(0.49999999999999994+0j),(1.760769412926401e-05-0.00195033666456828j),(0.009999647846117413+3.900673329136557e-05j),(0.009999647846117413+3.900673329136559e-05j),(0.009999647846117413+3.90067332913656e-05j),(-0.009999647846117414-3.900673329136561e-05j)
(1388.8388838883889+0j),(1.8096832089966077e-05-0.004774656118631623j),(0.49999999999999994+0j),(1.7182305996850785e-05-0.0018950275946301258j),(0.009999656353880058+3.7900551892602487e-05j),(0.00999965635388006+3.7900551892602487e-05j),(0.009999656353880062+3.790055189260252e-05j),(-0.009999656353880063-3.790055189260252e-05j)
(1398.829882988299+0j),(1.7447852328090123e-05-0.004740557509348893j),(0.49999999999999994+2.168404344971009e-19j),(1.6772791809402606e-05-0.0018402125694386125j),(0.009999664544163815+3.680425138877228e-05j),(0.009999664544163813+3.6804251388772275e-05j),(0.009999664544163811+3.6804251388772255e-05j),(-0.009999664544163811-3.6804251388772255e-05j)
(1408.820882088209+0j),(1.6812629489049852e-05-0.004706942391708004j),(0.5+2.168404344971009e-19j),(1.637875144551356e-05-0.0017858810826862676j),(0.00999967242497109+3.571762165372535e-05j),(0.009999672424971089+3.571762165372535e-05j),(0.00999967242497109+3.5717621653725354e-05j),(-0.009999672424971092-3.571762165372536e-05j)
(1418.8118811881188+0j),(1.6190777505341392e-05-0.004673800555353913j),(0.5+0j),(1.599979881919773e-05-0.0017320229238739731j),(0.009999680004023615+3.464045847747946e-05j),(0.009999680004023615+3.464045847747947e-05j),(0.009999680004023615+3.4640458477479465e-05j),(-0.009999680004023619-3.464045847747947e-05j)
(1428.802880288029+0j),(1.5581923757770484e-05-0.004641122075393079j),(0.49999999999999994+0j),(1.5635561293214265e-05-0.001678628167974106j),(0.009999687288774135+3.35725633594821e-05j),(0.009999687288774135+3.3572563359482094e-05j),(0.009999687288774135+3.357256335948212e-05j),(-0.009999687288774137-3.357256335948212e-05j)
(1438.793879387939+0j),(1.498570851720835e-05-0.004608897302487379j),(0.5+2.168404344971009e-19j),(1.5285679120803593e-05-0.0016256871655241018j),(0.009999694286417582+3.251374331048202e-05j),(0.009999694286417582+3.251374331048203e-05j),(0.009999694286417584+3.251374331048204e-05j),(-0.009999694286417584-3.251374331048204e-05j)
(1448.7848784878488+0j),(1.4401784413195819e-05-0.004577116853357647j),(0.5+2.168404344971009e-19j),(1.4949804914273021e-05-0.00157319053312967j),(0.009999701003901715+3.14638106625934e-05j),(0.009999701003901715+3.146381066259341e-05j),(0.009999701003901714+3.146381066259341e-05j),(-0.009999701003901717-3.146381066259341e-05j)
(1458.775877587759+0j),(1.3829815927930298e-05-0.004545771601677227j),(0.5+0j),(1.4627603138965982e-05-0.0015211291443580218j),(0.009999707447937219+3.042258288716041e-05j),(0.009999707447937219+3.0422582887160398e-05j),(0.00999970744793722+3.042258288716044e-05j),(-0.00999970744793722-3.042258288716044e-05j)
(1468.7668766876689+0j),(1.3269478914259701e-05-0.0045148526693369944j),(0.5000000000000001+0j),(1.4318749631239001e-05-0.0014694941210025843j),(0.009999713625007376+2.93898824200517e-05j),(0.009999713625007376+2.9389882420051708e-05j),(0.009999713625007378+2.9389882420051687e-05j),(-0.009999713625007378-2.9389882420051684e-05j)
(1478.7578757875788+0j),(1.2720460136389569e-05-0.004484351418064238j),(0.5-2.168404344971009e-19j),(1.4022931139152936e-05-0.0014182768247015943j),(0.00999971954137722+2.8365536494031868e-05j),(0.00999971954137722+2.8365536494031875e-05j),(0.009999719541377216+2.836553649403188e-05j),(-0.009999719541377218-2.836553649403189e-05j)
(1488.748874887489+0j),(1.218245683208964e-05-0.004454259441378856j),(0.5+0j),(1.3739844884663998e-05-0.0013674688488940123j),(0.009999725203102305+2.7349376977880253e-05j),(0.009999725203102303+2.7349376977880243e-05j),(0.009999725203102307+2.7349376977880246e-05j),(-0.009999725203102307-2.7349376977880246e-05j)
